# 600 RPM
# 100ms
0,0,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,20,82
0,25,82
0,25,82
0,20,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,25,82
0,28,82
0,28,82
0,28,82
0,28,82
0,28,82
0,28,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
0,30,82
