# 600 RPM
# 100ms
0,0,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,20,84
0,25,84
0,25,84
0,20,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,25,84
0,28,84
0,28,84
0,28,84
0,28,84
0,28,84
0,28,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
0,30,84
