0,0,48.5
0,10,48.5
0,10,48.5
0,10,48.5
0,10,48.5
0,10,48.5
0,10,48.5
0,10,48.5
0,10,48.5
0,10,48.5
0,15,48.5
0,15,48.5
0,10,48.5
0,15,48.5
0,15,48.5
0,15,48.5
0,15,48.5
0,15,48.5
0,15,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,25,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,20,48.5
0,25,48.5
0,20,48.5
0,20,48.5
