# 600 RPM
# 100ms
0,0,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,20,93
0,25,93
0,25,93
0,20,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,25,93
0,28,93
0,28,93
0,28,93
0,28,93
0,28,93
0,28,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
0,30,93
